Date,Description,Transaction_ID,Amount,Category,Type
06 Apr 2025,APARTMENT MAINTENANCE TXN,T2504081,₹1086.15,Housing,Debit
09 Apr 2025,CHENNAI METRO RAIL LTD ONLINE,T2504091,₹60.48,Transport,Debit
07 Apr 2025,ANNAI MARY STORE,T2504075,₹187.8,Grocery & Convenience,Debit
10 Apr 2025,OLA RIDE PAYMENT,T2504082,₹160.94,Transport,Debit
09 Apr 2025,PG ACCOMMODATION #8040,T2504084,₹1239.33,Housing,Debit
07 Apr 2025,DIGITAL SERVICE #9937,T2504034,₹32.23,Online Services,Debit
02 Apr 2025,NOTEBOOK PURCHASE #9414,T2504026,₹107.86,Education,Debit
06 Apr 2025,HOSPITAL BILL,T2504047,₹78.94,Healthcare,Debit
04 Apr 2025,LANDLORD PAYMENT #5905,T2504033,₹1052.6,Housing,Debit
03 Apr 2025,APP PURCHASE,T2504088,₹160.67,Online Services,Debit
08 Apr 2025,PROTEAN EGOV TECHNOLOGIES LIMITED,T2504085,₹90.15,Online Services,Debit
05 Apr 2025,MUSIC STREAMING BILL,T2504051,₹37.91,Entertainment,Debit
04 Apr 2025,PG ACCOMMODATION PAYMENT,T2504054,₹1152.75,Housing,Debit
08 Apr 2025,SMALL PURCHASE #8140,T2504098,₹20.88,Miscellaneous,Debit
08 Apr 2025,DIGINET CAFE PAYMENT,T2504028,₹149.48,Online Services,Debit
01 Apr 2025,RAPIDO #8935,T2504097,₹109.33,Transport,Debit
09 Apr 2025,LANDLORD PAYMENT #8380,T2504016,₹1998.8,Housing,Debit
10 Apr 2025,ONLINE GAMING TXN,T2504034,₹39.53,Entertainment,Debit
01 Apr 2025,MEDICINE PURCHASE,T2504001,₹24.71,Healthcare,Debit
10 Apr 2025,APARTMENT MAINTENANCE PAYMENT,T2504030,₹1308.16,Housing,Debit
02 Apr 2025,MOVIE TICKET PAYMENT,T2504033,₹172.05,Entertainment,Debit
04 Apr 2025,TUITION FEE TXN,T2504066,₹93.99,Education,Debit
05 Apr 2025,PROVISION STORE BILL,T2504100,₹99.5,Grocery & Convenience,Debit
10 Apr 2025,GENERAL EXPENSE ONLINE,T2504002,₹14.24,Miscellaneous,Debit
08 Apr 2025,AMUSEMENT PARK BILL,T2504077,₹26.31,Entertainment,Debit
10 Apr 2025,SRI AMMAN COOL DRINKS,T2504093,₹105.2,Food & Dining,Debit
02 Apr 2025,LANDLORD PAYMENT BILL,T2504006,₹1213.83,Housing,Debit
05 Apr 2025,CHILL CAFE RAMAPURAM ONLINE,T2504022,₹28.28,Food & Dining,Debit
03 Apr 2025,COLLEGE FEE #2167,T2504065,₹97.97,Education,Debit
06 Apr 2025,SHAM EGE SHOP #6534,T2504064,₹16.97,Grocery & Convenience,Debit
02 Apr 2025,GAS BILL BILL,T2504062,₹80.71,Utilities,Debit
07 Apr 2025,MR SRIMANTA CHATTERJEE,T2504058,₹1245.04,P2P Transfer,Debit
07 Apr 2025,ONLINE PAYMENT BILL,T2504087,₹191.02,Online Services,Debit
10 Apr 2025,APARTMENT MAINTENANCE PAYMENT,T2504080,₹627.27,Housing,Debit
10 Apr 2025,STOMILAR #1561,T2504055,₹165.85,Miscellaneous,Debit
02 Apr 2025,UNKNOWN TRANSACTION BILL,T2504029,₹56.3,Miscellaneous,Debit
07 Apr 2025,CASH WITHDRAWAL PAYMENT,T2504051,₹146.06,Miscellaneous,Debit
05 Apr 2025,SPA SERVICE ONLINE,T2504061,₹84.3,Personal Care,Debit
06 Apr 2025,BUS FARE TXN,T2504034,₹106.31,Transport,Debit
01 Apr 2025,SRI MAHA LADIES HOSTEL ONLINE,T2504083,₹1979.74,Housing,Debit
07 Apr 2025,ONLINE GAMING #2242,T2504069,₹153.48,Entertainment,Debit
10 Apr 2025,GENERAL EXPENSE PAYMENT,T2504091,₹81.29,Miscellaneous,Debit
04 Apr 2025,PETROL PUMP PAYMENT,T2504020,₹54.49,Transport,Debit
07 Apr 2025,ANBURAJT,T2504088,₹1494.6,P2P Transfer,Debit
05 Apr 2025,E-COMMERCE BILL,T2504034,₹122.77,Online Services,Debit
01 Apr 2025,HOSTEL FEE #8326,T2504002,₹1120.56,Housing,Debit
10 Apr 2025,BARBER SHOP BILL,T2504097,₹67.29,Personal Care,Debit
07 Apr 2025,PHONE RECHARGE BILL,T2504029,₹128.26,Utilities,Debit
03 Apr 2025,SPA SERVICE,T2504017,₹98.63,Personal Care,Debit
01 Apr 2025,NOTEBOOK PURCHASE PAYMENT,T2504078,₹70.51,Education,Debit
01 Apr 2025,HERO CHAI PAYMENT,T2504019,₹37.56,Food & Dining,Debit
01 Apr 2025,SHOPPING #8822,T2504080,₹62.7,Shopping,Debit
03 Apr 2025,MOBILE BILL,T2504037,₹47.25,Utilities,Debit
05 Apr 2025,APARTMENT MAINTENANCE BILL,T2504095,₹843.7,Housing,Debit
10 Apr 2025,EXAM FEE,T2504074,₹122.51,Education,Debit
02 Apr 2025,PARKING FEE PAYMENT,T2504067,₹65.64,Transport,Debit
05 Apr 2025,CLOTHING STORE #6702,T2504078,₹156.11,Shopping,Debit
08 Apr 2025,VIDEO STREAMING ONLINE,T2504006,₹148.42,Entertainment,Debit
09 Apr 2025,LOCAL MARKET ONLINE,T2504052,₹14.66,Grocery & Convenience,Debit
09 Apr 2025,SABARI V,T2504096,₹1397.54,P2P Transfer,Credit
08 Apr 2025,TAILOR,T2504091,₹15.06,Shopping,Debit
06 Apr 2025,GAS BILL BILL,T2504029,₹69.28,Utilities,Debit
03 Apr 2025,ANNAI MARY STORE TXN,T2504004,₹23.35,Grocery & Convenience,Debit
09 Apr 2025,BAHARI DHABA ONLINE,T2504040,₹84.46,Food & Dining,Debit
10 Apr 2025,ARCHANA VESSELS TXN,T2504020,₹28.59,Shopping,Debit
03 Apr 2025,RETAIL #6699,T2504091,₹15.07,Shopping,Debit
02 Apr 2025,P R M STORES ONLINE,T2504072,₹80.76,Grocery & Convenience,Debit
01 Apr 2025,ROOM RENT #5823,T2504089,₹1282.23,Housing,Debit
04 Apr 2025,SHOPPING ONLINE,T2504070,₹118.14,Shopping,Debit
07 Apr 2025,LIBRARY FEE BILL,T2504080,₹111.82,Education,Debit
06 Apr 2025,METRO FARE,T2504035,₹184.6,Transport,Debit
02 Apr 2025,SRMGF COUNTER 1 PAYMENT,T2504006,₹191.94,Education,Debit
04 Apr 2025,BEEMA STORE TXN,T2504007,₹137.26,Grocery & Convenience,Debit
05 Apr 2025,HEALTH CHECKUP,T2504004,₹81.36,Healthcare,Debit
10 Apr 2025,BEAUTY PARLOUR #2301,T2504019,₹73.58,Personal Care,Debit
02 Apr 2025,LANDLORD PAYMENT TXN,T2504036,₹657.34,Housing,Debit
04 Apr 2025,PROVISION STORE ONLINE,T2504022,₹77.07,Grocery & Convenience,Debit
02 Apr 2025,SMALL PURCHASE,T2504029,₹126.13,Miscellaneous,Debit
07 Apr 2025,GAS BILL PAYMENT,T2504047,₹42.36,Utilities,Debit
03 Apr 2025,SERVICE CHARGE,T2504034,₹22.7,Miscellaneous,Debit
09 Apr 2025,PROVISION STORE TXN,T2504049,₹91.36,Grocery & Convenience,Debit
09 Apr 2025,RETAIL,T2504066,₹127.72,Shopping,Debit
01 Apr 2025,UBER RIDE #5481,T2504014,₹74.81,Transport,Debit
10 Apr 2025,ROYAL MENS BEAUTY CENTER #6918,T2504049,₹10.95,Personal Care,Debit
10 Apr 2025,HOSPITAL BILL ONLINE,T2504013,₹76.23,Healthcare,Debit
09 Apr 2025,MOBILE BILL TXN,T2504054,₹192.23,Utilities,Debit
02 Apr 2025,M S HOTEL,T2504082,₹61.98,Food & Dining,Debit
04 Apr 2025,P R M STORES,T2504007,₹14.91,Grocery & Convenience,Debit
08 Apr 2025,NAIL CARE BILL,T2504012,₹148.84,Personal Care,Debit
06 Apr 2025,MOBILE BILL #4279,T2504004,₹193.06,Utilities,Debit
09 Apr 2025,SHAVING,T2504090,₹177.44,Personal Care,Debit
10 Apr 2025,AMUSEMENT PARK BILL,T2504073,₹128.61,Entertainment,Debit
03 Apr 2025,CONVENIENCE STORE BILL,T2504021,₹38.89,Grocery & Convenience,Debit
01 Apr 2025,ROOM RENT PAYMENT,T2504085,₹1726.54,Housing,Debit
05 Apr 2025,SHAM EGE SHOP ONLINE,T2504000,₹93.89,Grocery & Convenience,Debit
01 Apr 2025,HOSTEL FEE,T2504045,₹1072.53,Housing,Debit
02 Apr 2025,SUBSCRIPTION SERVICE TXN,T2504087,₹106.43,Online Services,Debit
07 Apr 2025,MOBILE BILL TXN,T2504043,₹199.44,Utilities,Debit
09 Apr 2025,INTERNET BILL BILL,T2504023,₹34.6,Utilities,Debit
10 Apr 2025,HAIRCUT ONLINE,T2504051,₹114.26,Personal Care,Debit
07 Apr 2025,AMUSEMENT PARK,T2504033,₹150.88,Entertainment,Debit
05 Apr 2025,COURSE PAYMENT ONLINE,T2504082,₹56.76,Education,Debit
04 Apr 2025,UNKNOWN TRANSACTION PAYMENT,T2504017,₹59.84,Miscellaneous,Debit
04 Apr 2025,M S HOTEL,T2504028,₹21.58,Food & Dining,Debit
09 Apr 2025,FANCY STORE,T2504006,₹142.58,Shopping,Debit
06 Apr 2025,LIBRARY FEE #2302,T2504045,₹59.93,Education,Debit
06 Apr 2025,PETROL PUMP #8383,T2504018,₹52.77,Transport,Debit
06 Apr 2025,EDUCATIONAL SUPPLIES #8197,T2504082,₹78.28,Education,Debit
08 Apr 2025,SRM GOODFOODS PAYMENT,T2504024,₹48.41,Food & Dining,Debit
01 Apr 2025,ONLINE GAMING ONLINE,T2504026,₹110.6,Entertainment,Debit
03 Apr 2025,ATM WITHDRAWAL PAYMENT,T2504059,₹30.58,Miscellaneous,Debit
05 Apr 2025,ATM WITHDRAWAL BILL,T2504034,₹125.68,Miscellaneous,Debit
04 Apr 2025,HOSTEL FEE BILL,T2504057,₹760.48,Housing,Debit
02 Apr 2025,LANDLORD PAYMENT #3331,T2504028,₹894.23,Housing,Debit
03 Apr 2025,MEDICINE PURCHASE BILL,T2504083,₹46.67,Healthcare,Debit
10 Apr 2025,GENERAL STORE BILL,T2504056,₹122.35,Grocery & Convenience,Debit
09 Apr 2025,BARBER SHOP TXN,T2504071,₹108.24,Personal Care,Debit
05 Apr 2025,PG ACCOMMODATION BILL,T2504082,₹1060.43,Housing,Debit
08 Apr 2025,TAILOR PAYMENT,T2504032,₹184.53,Shopping,Debit
09 Apr 2025,M MOHAMMED ABRAR,T2504060,₹164.42,P2P Transfer,Debit
08 Apr 2025,BIRIYANI SHOP TXN,T2504059,₹27.91,Food & Dining,Debit
05 Apr 2025,HEALTH CHECKUP BILL,T2504043,₹34.11,Healthcare,Debit
01 Apr 2025,CS PHARMACY #7674,T2504041,₹94.06,Healthcare,Debit
03 Apr 2025,LEMON TREE ONLINE,T2504023,₹16.99,Miscellaneous,Debit
02 Apr 2025,COFFEE SHOP TXN,T2504064,₹76.35,Food & Dining,Debit
05 Apr 2025,MESS FEE #6675,T2504034,₹1755.77,Housing,Debit
04 Apr 2025,EVENT TICKET #1889,T2504050,₹188.46,Entertainment,Debit
06 Apr 2025,VIDEO STREAMING,T2504066,₹185.66,Entertainment,Debit
06 Apr 2025,MART PAYMENT,T2504070,₹112.72,Grocery & Convenience,Debit
02 Apr 2025,MESS TXN,T2504039,₹97.01,Food & Dining,Debit
01 Apr 2025,RUVAN STATIONERY ONLINE,T2504044,₹128.96,Shopping,Debit
10 Apr 2025,GAS BILL BILL,T2504050,₹85.21,Utilities,Debit
01 Apr 2025,LAB TEST #6827,T2504074,₹145.3,Healthcare,Debit
07 Apr 2025,COLLEGE FEE,T2504057,₹16.23,Education,Debit
06 Apr 2025,BARBER SHOP,T2504018,₹77.65,Personal Care,Debit
06 Apr 2025,RAJAN KUMARI,T2504015,₹408.86,P2P Transfer,Debit
04 Apr 2025,LIBRARY FEE #6439,T2504076,₹84.57,Education,Debit
04 Apr 2025,MEDICINE PURCHASE TXN,T2504028,₹35.04,Healthcare,Debit
04 Apr 2025,LOCAL TRANSPORT PAYMENT,T2504071,₹145.87,Transport,Debit
10 Apr 2025,RAPIDO,T2504043,₹122.35,Transport,Debit
01 Apr 2025,ELECTRIC BILL BILL,T2504021,₹151.76,Utilities,Debit
05 Apr 2025,CHEMIST BILL,T2504090,₹190.53,Healthcare,Debit
08 Apr 2025,JEWELLERY STORE PAYMENT,T2504067,₹115.83,Shopping,Debit
10 Apr 2025,GROCERY STORE,T2504059,₹48.31,Grocery & Convenience,Debit
04 Apr 2025,OLA RIDE TXN,T2504007,₹52.53,Transport,Debit
02 Apr 2025,ELECTRIC BILL #7932,T2504099,₹34.75,Utilities,Debit
08 Apr 2025,ZEPTO #6707,T2504012,₹197.41,Grocery & Convenience,Debit
05 Apr 2025,BAHARI DHABA #5457,T2504043,₹118.41,Food & Dining,Debit
02 Apr 2025,MOHAMMAD SUFYAN,T2504047,₹194.47,P2P Transfer,Debit
01 Apr 2025,K ELCI,T2504019,₹1285.18,P2P Transfer,Credit
01 Apr 2025,AKHLESH KUMAR SHARMA,T2504028,₹287.54,P2P Transfer,Credit
10 Apr 2025,EXAM FEE,T2504072,₹137.1,Education,Debit
04 Apr 2025,ONLINE GAMING PAYMENT,T2504015,₹38.22,Entertainment,Debit
01 Apr 2025,MESS FEE TXN,T2504036,₹1939.36,Housing,Debit
02 Apr 2025,RESTAURANT #9879,T2504066,₹72.61,Food & Dining,Debit
07 Apr 2025,FUEL PURCHASE BILL,T2504017,₹187.61,Transport,Debit
01 Apr 2025,BARBER SHOP BILL,T2504003,₹168.05,Personal Care,Debit
10 Apr 2025,EXAM FEE PAYMENT,T2504096,₹165.35,Education,Debit
08 Apr 2025,LEMON TREE #5030,T2504090,₹162.57,Miscellaneous,Debit
08 Apr 2025,COLLEGE FEE #2182,T2504067,₹195.82,Education,Debit
05 Apr 2025,SPA SERVICE,T2504099,₹88.46,Personal Care,Debit
10 Apr 2025,ROOM RENT BILL,T2504013,₹1787.68,Housing,Debit
04 Apr 2025,D PREMILA,T2504033,₹177.9,P2P Transfer,Credit
08 Apr 2025,GAME ZONE BILL,T2504027,₹77.71,Entertainment,Debit
04 Apr 2025,KARTHIK BALAJI VENKATESAN,T2504007,₹671.43,P2P Transfer,Debit
09 Apr 2025,MART #9771,T2504090,₹149.38,Grocery & Convenience,Debit
06 Apr 2025,GIFT SHOP ONLINE,T2504049,₹31.49,Shopping,Debit
10 Apr 2025,MEDICAL STORE BILL,T2504056,₹150.11,Healthcare,Debit
10 Apr 2025,WATER BILL BILL,T2504063,₹75.98,Utilities,Debit
03 Apr 2025,BUS FARE ONLINE,T2504053,₹64.52,Transport,Debit
09 Apr 2025,MUSIC STREAMING ONLINE,T2504038,₹189.39,Entertainment,Debit
03 Apr 2025,RENT PAYMENT BILL,T2504037,₹1117.59,Housing,Debit
05 Apr 2025,INTERNET CAFE TXN,T2504005,₹136.75,Online Services,Debit
02 Apr 2025,PHARMACY BILL,T2504003,₹194.16,Healthcare,Debit
01 Apr 2025,JEWELLERY STORE #5077,T2504012,₹159.53,Shopping,Debit
03 Apr 2025,AL SHIFA MEDICAL BILL,T2504036,₹103.29,Healthcare,Debit
02 Apr 2025,HERO CHAI ONLINE,T2504008,₹45.85,Food & Dining,Debit
05 Apr 2025,ZEPTO MARKETPLACE PRIVATE LIMITED PAYMENT,T2504032,₹162.96,Grocery & Convenience,Debit
09 Apr 2025,PHONE RECHARGE TXN,T2504067,₹79.46,Utilities,Debit
10 Apr 2025,GAS BILL PAYMENT,T2504041,₹163.11,Utilities,Debit
01 Apr 2025,LOCAL MARKET #9180,T2504065,₹148.75,Grocery & Convenience,Debit
08 Apr 2025,PHARMACY PAYMENT,T2504000,₹153.08,Healthcare,Debit
02 Apr 2025,HOSPITAL BILL ONLINE,T2504063,₹76.87,Healthcare,Debit
01 Apr 2025,CS PHARMACY PAYMENT,T2504083,₹123.15,Healthcare,Debit
06 Apr 2025,SRI MAHA LADIES HOSTEL,T2504091,₹1805.24,Housing,Debit
05 Apr 2025,MUNNA KUMAR,T2504054,₹1343.54,P2P Transfer,Debit
09 Apr 2025,CONVENIENCE STORE PAYMENT,T2504093,₹23.42,Grocery & Convenience,Debit
10 Apr 2025,SUBSCRIPTION SERVICE ONLINE,T2504026,₹166.86,Online Services,Debit
08 Apr 2025,BEAUTY PARLOUR ONLINE,T2504044,₹31.26,Personal Care,Debit
03 Apr 2025,MART ONLINE,T2504013,₹72.72,Grocery & Convenience,Debit
01 Apr 2025,DOCTOR VISIT BILL,T2504020,₹98.83,Healthcare,Debit
03 Apr 2025,PHARMACY,T2504069,₹61.5,Healthcare,Debit
01 Apr 2025,COACHING CLASS ONLINE,T2504043,₹108.04,Education,Debit
05 Apr 2025,ONLINE GAMING PAYMENT,T2504076,₹35.54,Entertainment,Debit
10 Apr 2025,ANNAI MARY STORE TXN,T2504080,₹15.01,Grocery & Convenience,Debit
03 Apr 2025,GENERAL EXPENSE #9618,T2504070,₹49.88,Miscellaneous,Debit
02 Apr 2025,MESS FEE TXN,T2504071,₹1878.84,Housing,Debit
05 Apr 2025,ARCHANA VESSELS #1766,T2504000,₹47.53,Shopping,Debit
02 Apr 2025,SPA SERVICE,T2504073,₹150.48,Personal Care,Debit
04 Apr 2025,SHAVING BILL,T2504033,₹38.04,Personal Care,Debit
06 Apr 2025,DIGITAL SERVICE ONLINE,T2504046,₹31.28,Online Services,Debit
07 Apr 2025,VIDEO STREAMING BILL,T2504061,₹190.57,Entertainment,Debit
10 Apr 2025,LEMON TREE BILL,T2504016,₹146.82,Miscellaneous,Debit
08 Apr 2025,ZEPTONOW,T2504010,₹80.69,Grocery & Convenience,Debit
02 Apr 2025,LANDLORD PAYMENT PAYMENT,T2504030,₹621.81,Housing,Debit
01 Apr 2025,FOOTWEAR STORE,T2504073,₹66.52,Shopping,Debit
01 Apr 2025,CHEMIST TXN,T2504004,₹159.02,Healthcare,Debit
09 Apr 2025,WATER BILL PAYMENT,T2504007,₹62.12,Utilities,Debit
08 Apr 2025,COLLEGE FEE TXN,T2504057,₹151.45,Education,Debit
06 Apr 2025,JEEVA HOTEL 2 BILL,T2504090,₹68.46,Food & Dining,Debit
05 Apr 2025,SRI MAHA LADIES HOSTEL BILL,T2504022,₹1514.3,Housing,Debit
05 Apr 2025,WATER BILL ONLINE,T2504038,₹172.91,Utilities,Debit
08 Apr 2025,BARBER SHOP PAYMENT,T2504082,₹167.9,Personal Care,Debit
06 Apr 2025,UNKNOWN TRANSACTION,T2504038,₹39.29,Miscellaneous,Debit
02 Apr 2025,WATER BILL ONLINE,T2504030,₹12.6,Utilities,Debit
04 Apr 2025,ELECTRIC BILL TXN,T2504065,₹54.37,Utilities,Debit
03 Apr 2025,ROOM RENT BILL,T2504026,₹1307.5,Housing,Debit
10 Apr 2025,ZEPTO PAYMENT,T2504075,₹108.67,Grocery & Convenience,Debit
03 Apr 2025,MESS FEE ONLINE,T2504054,₹815.98,Housing,Debit
10 Apr 2025,PAYU ONLINE,T2504014,₹49.37,Online Services,Debit
09 Apr 2025,SRI MAHA LADIES HOSTEL ONLINE,T2504042,₹1921.11,Housing,Debit
07 Apr 2025,SHAM EGE SHOP ONLINE,T2504076,₹18.36,Grocery & Convenience,Debit
10 Apr 2025,LAB TEST ONLINE,T2504026,₹23.46,Healthcare,Debit
08 Apr 2025,EDUCATIONAL SUPPLIES BILL,T2504052,₹43.32,Education,Debit
01 Apr 2025,ATM WITHDRAWAL,T2504043,₹108.62,Miscellaneous,Debit
09 Apr 2025,ROYAL MENS BEAUTY CENTER ONLINE,T2504023,₹102.65,Personal Care,Debit
03 Apr 2025,GAME ZONE ONLINE,T2504039,₹134.44,Entertainment,Debit
07 Apr 2025,PHARMACY #5168,T2504084,₹119.7,Healthcare,Debit
09 Apr 2025,SRI MAHA LADIES HOSTEL PAYMENT,T2504076,₹1699.47,Housing,Debit
06 Apr 2025,CLOTHING STORE #6913,T2504029,₹190.37,Shopping,Debit
04 Apr 2025,CHENNAI METRO RAIL LTD ONLINE,T2504091,₹11.3,Transport,Debit
09 Apr 2025,PROVISION STORE #5639,T2504040,₹21.07,Grocery & Convenience,Debit
04 Apr 2025,NAGAIAH,T2504046,₹322.62,P2P Transfer,Credit
02 Apr 2025,CLOTHING STORE #1553,T2504075,₹125.01,Shopping,Debit
04 Apr 2025,LANDLORD PAYMENT PAYMENT,T2504066,₹1961.75,Housing,Debit
05 Apr 2025,SANNI KUMAR,T2504052,₹1356.04,P2P Transfer,Debit
07 Apr 2025,CODEXINTERN BILL,T2504096,₹119.14,Online Services,Debit
04 Apr 2025,ROOM RENT BILL,T2504069,₹1251.59,Housing,Debit
06 Apr 2025,MOBILE BILL PAYMENT,T2504100,₹88.72,Utilities,Debit
08 Apr 2025,INTERNET CAFE BILL,T2504078,₹142.11,Online Services,Debit
09 Apr 2025,MOBILE BILL BILL,T2504077,₹109.34,Utilities,Debit
03 Apr 2025,ROYAL MENS BEAUTY CENTER TXN,T2504036,₹13.17,Personal Care,Debit
05 Apr 2025,MOVIE TICKET BILL,T2504049,₹66.18,Entertainment,Debit
01 Apr 2025,GARMENT SHOP PAYMENT,T2504052,₹138.88,Shopping,Debit
04 Apr 2025,MEDICAL STORE TXN,T2504029,₹11.45,Healthcare,Debit
01 Apr 2025,MEDICINE PURCHASE #5423,T2504044,₹119.58,Healthcare,Debit
08 Apr 2025,CABLE TV TXN,T2504000,₹81.79,Utilities,Debit
10 Apr 2025,DAILY NEEDS,T2504024,₹41.82,Grocery & Convenience,Debit
04 Apr 2025,MEDICAL STORE BILL,T2504036,₹11.74,Healthcare,Debit
02 Apr 2025,BAHARI DHABA BILL,T2504020,₹52.16,Food & Dining,Debit
05 Apr 2025,BEAUTY PARLOUR BILL,T2504067,₹70.04,Personal Care,Debit
03 Apr 2025,INTERNET BILL TXN,T2504010,₹54.64,Utilities,Debit
08 Apr 2025,SUPERMARKET PAYMENT,T2504007,₹35.17,Grocery & Convenience,Debit
04 Apr 2025,GAS BILL,T2504051,₹199.81,Utilities,Debit
07 Apr 2025,EVENT TICKET,T2504048,₹48.19,Entertainment,Debit
05 Apr 2025,THANUSREE,T2504093,₹460.17,P2P Transfer,Credit
09 Apr 2025,SNACK SHOP ONLINE,T2504100,₹130.61,Food & Dining,Debit
03 Apr 2025,DHABA BILL,T2504018,₹67.15,Food & Dining,Debit
04 Apr 2025,CLINIC FEE PAYMENT,T2504009,₹140.53,Healthcare,Debit
05 Apr 2025,EDUCATIONAL SUPPLIES PAYMENT,T2504051,₹140.33,Education,Debit
09 Apr 2025,MEDICAL STORE ONLINE,T2504081,₹196.11,Healthcare,Debit
07 Apr 2025,ZEPTO MARKETPLACE PRIVATE LIMITED,T2504044,₹149.23,Grocery & Convenience,Debit
10 Apr 2025,BEEMA STORE TXN,T2504007,₹19.53,Grocery & Convenience,Debit
02 Apr 2025,CASH WITHDRAWAL #9814,T2504027,₹68.62,Miscellaneous,Debit
03 Apr 2025,SRI AMMAN COOL DRINKS BILL,T2504046,₹65.55,Food & Dining,Debit
02 Apr 2025,SUBSCRIPTION SERVICE PAYMENT,T2504094,₹19.09,Online Services,Debit
09 Apr 2025,AL SHIFA MEDICAL ONLINE,T2504059,₹153.24,Healthcare,Debit
06 Apr 2025,CS PHARMACY #7284,T2504017,₹147.45,Healthcare,Debit
05 Apr 2025,VIDEO STREAMING #8543,T2504045,₹186.4,Entertainment,Debit
02 Apr 2025,DHABA BILL,T2504031,₹37.35,Food & Dining,Debit
08 Apr 2025,GROOMING SERVICE #2647,T2504005,₹122.92,Personal Care,Debit
04 Apr 2025,SHOPPING ONLINE,T2504011,₹158.39,Shopping,Debit
08 Apr 2025,WATER BILL PAYMENT,T2504048,₹47.6,Utilities,Debit
05 Apr 2025,WATER BILL,T2504078,₹112.63,Utilities,Debit
10 Apr 2025,FARDEEN,T2504036,₹1089.6,P2P Transfer,Credit
10 Apr 2025,SHAM EGE SHOP BILL,T2504017,₹48.86,Grocery & Convenience,Debit
10 Apr 2025,CS PHARMACY,T2504021,₹183.19,Healthcare,Debit
04 Apr 2025,NAIL CARE ONLINE,T2504085,₹134.69,Personal Care,Debit
05 Apr 2025,CABLE TV,T2504066,₹178.04,Utilities,Debit
02 Apr 2025,COURSE PAYMENT ONLINE,T2504076,₹97.18,Education,Debit
06 Apr 2025,SRI MAHA LADIES HOSTEL #9635,T2504024,₹1719.98,Housing,Debit
06 Apr 2025,COURSE PAYMENT BILL,T2504043,₹192.39,Education,Debit
02 Apr 2025,SRMGF COUNTER 1 #1239,T2504022,₹114.66,Education,Debit
10 Apr 2025,CLINIC FEE,T2504056,₹124.34,Healthcare,Debit
09 Apr 2025,MUSIC STREAMING PAYMENT,T2504008,₹64.75,Entertainment,Debit
07 Apr 2025,BUS FARE PAYMENT,T2504044,₹191.56,Transport,Debit
02 Apr 2025,BARBER SHOP PAYMENT,T2504002,₹14.37,Personal Care,Debit
05 Apr 2025,MEDICINE PURCHASE PAYMENT,T2504008,₹172.6,Healthcare,Debit
04 Apr 2025,MESS FEE PAYMENT,T2504076,₹751.72,Housing,Debit
03 Apr 2025,EXAM FEE,T2504041,₹45.64,Education,Debit
08 Apr 2025,STOMILAR,T2504025,₹176.02,Miscellaneous,Debit
07 Apr 2025,ROYAL MENS BEAUTY CENTER #7355,T2504042,₹143.72,Personal Care,Debit
07 Apr 2025,ATM WITHDRAWAL TXN,T2504018,₹53.41,Miscellaneous,Debit
09 Apr 2025,RENT PAYMENT #2023,T2504016,₹1978.97,Housing,Debit
03 Apr 2025,HAIR SALON BILL,T2504059,₹93.28,Personal Care,Debit
03 Apr 2025,VIDEO STREAMING ONLINE,T2504081,₹128.63,Entertainment,Debit
04 Apr 2025,MR. T KISHORE KUMAR,T2504082,₹830.14,P2P Transfer,Credit
06 Apr 2025,THANUSREE,T2504097,₹1132.47,P2P Transfer,Credit
01 Apr 2025,EDUCATIONAL SUPPLIES TXN,T2504012,₹31.71,Education,Debit
09 Apr 2025,SRMGF COUNTER 1 TXN,T2504062,₹146.28,Education,Debit
07 Apr 2025,EXAM FEE TXN,T2504089,₹137.36,Education,Debit
09 Apr 2025,LOCAL MARKET #6880,T2504052,₹126.39,Grocery & Convenience,Debit
02 Apr 2025,GROOMING SERVICE TXN,T2504007,₹127.4,Personal Care,Debit
06 Apr 2025,MESS FEE,T2504056,₹1809.67,Housing,Debit
06 Apr 2025,CONVENIENCE STORE TXN,T2504049,₹133.42,Grocery & Convenience,Debit
05 Apr 2025,MESS FEE BILL,T2504049,₹1739.41,Housing,Debit
03 Apr 2025,GROOMING SERVICE,T2504060,₹63.25,Personal Care,Debit
08 Apr 2025,EDUCATIONAL SUPPLIES,T2504055,₹198.43,Education,Debit
03 Apr 2025,MUSIC STREAMING ONLINE,T2504018,₹189.64,Entertainment,Debit
06 Apr 2025,SHOPPING TXN,T2504057,₹65.67,Shopping,Debit
03 Apr 2025,MR. T KISHORE KUMAR,T2504037,₹1306.46,P2P Transfer,Credit
02 Apr 2025,UBER RIDE TXN,T2504026,₹82.58,Transport,Debit
02 Apr 2025,ZEPTO #4690,T2504043,₹144.03,Grocery & Convenience,Debit
04 Apr 2025,CASH DEPOSIT #9906,T2504044,₹40.47,Miscellaneous,Debit
07 Apr 2025,GROCERY STORE #4899,T2504021,₹115.48,Grocery & Convenience,Debit
06 Apr 2025,ANNAI MARY STORE ONLINE,T2504048,₹172.86,Grocery & Convenience,Debit
04 Apr 2025,SHARE AUTO TXN,T2504089,₹139.64,Transport,Debit
06 Apr 2025,HAIR SALON,T2504035,₹159.4,Personal Care,Debit
03 Apr 2025,PHONE RECHARGE ONLINE,T2504029,₹163.03,Utilities,Debit
06 Apr 2025,TRAIN TICKET,T2504009,₹82.77,Transport,Debit
