date,description,transactionId,amount,category,transactionType
04 Apr 2025,sri maha ladies hostel payment,T2504052,509.50,Housing,debit
03 Apr 2025,chemist payment,T2504079,155.87,Healthcare,debit
10 Apr 2025,client meeting payment,T2504008,119.06,Business Expenses,debit
06 Apr 2025,notebook purchase,T2504019,106.73,Education,debit
10 Apr 2025,charity payment payment,T2504032,163.61,Charity & Donations,debit
04 Apr 2025,retail txn,T2504098,117.82,Shopping,debit
07 Apr 2025,registration fee online,T2504076,38.01,Legal & Government,debit
07 Apr 2025,fine payment bill,T2504039,62.91,Legal & Government,debit
05 Apr 2025,irctc ticket online,T2504082,871.19,Travel,debit
03 Apr 2025,gift shop payment,T2504089,188.02,Shopping,debit
09 Apr 2025,religious donation txn,T2504008,137.97,Charity & Donations,debit
10 Apr 2025,cab hire #7899,T2504059,1197.29,Travel,debit
05 Apr 2025,health supplement txn,T2504075,88.50,Health & Fitness,debit
01 Apr 2025,sham ege shop txn,T2504064,79.22,Grocery & Convenience,debit
01 Apr 2025,electric bill,T2504015,57.30,Utilities,debit
06 Apr 2025,gajalakshmi rajeshkannan,T2504092,961.55,P2P Transfer,credit
06 Apr 2025,zepto bill,T2504013,22.96,Grocery & Convenience,debit
09 Apr 2025,tax payment,T2504051,121.80,Legal & Government,debit
09 Apr 2025,subscription service bill,T2504094,164.09,Online Services,debit
02 Apr 2025,petrol pump,T2504089,30.15,Transport,debit
08 Apr 2025,donation txn,T2504064,188.94,Charity & Donations,debit
09 Apr 2025,goibibo txn,T2504002,1687.70,Travel,debit
10 Apr 2025,business travel #8598,T2504033,164.01,Business Expenses,debit
05 Apr 2025,nail care online,T2504080,172.26,Personal Care,debit
09 Apr 2025,swiggy instamart txn,T2504009,118.99,Online Shopping,debit
07 Apr 2025,policy payment #6618,T2504034,178.12,Insurance,debit
03 Apr 2025,kirana shop bill,T2504057,82.44,Grocery & Convenience,debit
10 Apr 2025,fine payment online,T2504098,160.93,Legal & Government,debit
06 Apr 2025,hostel fee #6110,T2504090,536.93,Housing,debit
08 Apr 2025,game zone online,T2504049,178.78,Entertainment,debit
05 Apr 2025,chemist #9867,T2504046,155.59,Healthcare,debit
02 Apr 2025,srmgf counter 1 txn,T2504056,97.39,Education,debit
05 Apr 2025,health insurance online,T2504063,84.45,Insurance,debit
06 Apr 2025,movie ticket txn,T2504025,198.40,Entertainment,debit
04 Apr 2025,stationery shop #6318,T2504094,183.66,Shopping,debit
10 Apr 2025,client meeting txn,T2504054,143.41,Business Expenses,debit
06 Apr 2025,online payment payment,T2504072,65.12,Online Services,debit
04 Apr 2025,dth recharge txn,T2504038,160.15,Utilities,debit
09 Apr 2025,sri maha ladies hostel,T2504053,1712.68,Housing,debit
01 Apr 2025,dog care txn,T2504063,144.79,Pets,debit
04 Apr 2025,policy payment #1476,T2504033,153.28,Insurance,debit
05 Apr 2025,small purchase online,T2504030,177.89,Miscellaneous,debit
01 Apr 2025,registration fee payment,T2504043,175.14,Legal & Government,debit
04 Apr 2025,music streaming payment,T2504025,147.30,Entertainment,debit
06 Apr 2025,neft transfer #5901,T2504065,189.82,Financial Services,debit
04 Apr 2025,attitude garments triplicane txn,T2504035,137.40,Shopping,debit
07 Apr 2025,water bill,T2504049,24.41,Utilities,debit
08 Apr 2025,mess fee txn,T2504050,824.88,Housing,debit
08 Apr 2025,train ticket bill,T2504088,90.39,Transport,debit
05 Apr 2025,neft transfer payment,T2504031,83.31,Financial Services,debit
10 Apr 2025,cash deposit txn,T2504100,196.90,Miscellaneous,debit
06 Apr 2025,animal medicine online,T2504080,145.47,Pets,debit
05 Apr 2025,train ticket bill,T2504087,44.69,Transport,debit
09 Apr 2025,cash withdrawal bill,T2504009,66.64,Financial Services,debit
09 Apr 2025,bank charge payment,T2504061,93.60,Financial Services,debit
06 Apr 2025,internet cafe bill,T2504046,101.07,Online Services,debit
06 Apr 2025,donation txn,T2504030,162.30,Charity & Donations,debit
07 Apr 2025,charity payment payment,T2504023,195.88,Charity & Donations,debit
01 Apr 2025,royal mens beauty center online,T2504085,57.47,Personal Care,debit
02 Apr 2025,tuition fee #3042,T2504042,132.97,Education,debit
06 Apr 2025,tuition fee payment,T2504030,62.64,Education,debit
01 Apr 2025,srmgf counter 1 bill,T2504020,98.38,Education,debit
03 Apr 2025,electronics shop payment,T2504018,153.72,Shopping,debit
09 Apr 2025,business travel #5960,T2504050,35.92,Business Expenses,debit
03 Apr 2025,gym membership online,T2504097,170.57,Health & Fitness,debit
04 Apr 2025,nail care payment,T2504082,171.97,Personal Care,debit
02 Apr 2025,pet grooming,T2504033,93.44,Pets,debit
01 Apr 2025,hostel fee online,T2504017,1436.59,Housing,debit
04 Apr 2025,hotel dining online,T2504084,79.43,Food & Dining,debit
08 Apr 2025,ola ride,T2504094,107.11,Transport,debit
05 Apr 2025,insurance premium,T2504048,144.79,Insurance,debit
10 Apr 2025,tuition fee payment,T2504082,103.76,Education,debit
06 Apr 2025,zepto #9178,T2504024,83.39,Grocery & Convenience,debit
06 Apr 2025,al shifa medical txn,T2504008,16.23,Healthcare,debit
10 Apr 2025,office supplies txn,T2504065,117.25,Business Expenses,debit
10 Apr 2025,life insurance payment,T2504089,159.70,Insurance,debit
02 Apr 2025,amusement park #8407,T2504034,90.07,Entertainment,debit
01 Apr 2025,community support payment,T2504069,57.53,Charity & Donations,debit
03 Apr 2025,government service,T2504036,83.54,Legal & Government,debit
02 Apr 2025,cash deposit #2516,T2504055,183.59,Miscellaneous,debit
06 Apr 2025,course payment payment,T2504085,35.96,Education,debit
10 Apr 2025,goibibo online,T2504002,1638.35,Travel,debit
07 Apr 2025,misc payment payment,T2504089,179.94,Miscellaneous,debit
04 Apr 2025,music streaming bill,T2504042,15.94,Entertainment,debit
05 Apr 2025,stationery shop bill,T2504009,48.51,Shopping,debit
01 Apr 2025,codexintern payment,T2504064,70.85,Online Services,debit
09 Apr 2025,beema store 2 payment,T2504043,55.05,Grocery & Convenience,debit
02 Apr 2025,s anandan,T2504052,1137.54,P2P Transfer,debit
10 Apr 2025,bahari dhaba #4681,T2504031,83.72,Food & Dining,debit
04 Apr 2025,dog care payment,T2504036,12.69,Pets,debit
03 Apr 2025,online payment online,T2504076,160.61,Online Services,debit
05 Apr 2025,video streaming bill,T2504084,148.56,Entertainment,debit
05 Apr 2025,license fee #1226,T2504069,161.32,Legal & Government,debit
06 Apr 2025,vet visit #3097,T2504037,133.23,Pets,debit
06 Apr 2025,amusement park online,T2504081,183.49,Entertainment,debit
06 Apr 2025,coaching class txn,T2504087,12.19,Education,debit
01 Apr 2025,thalaiva chinese cor bill,T2504098,198.39,Food & Dining,debit
04 Apr 2025,music streaming txn,T2504002,34.75,Entertainment,debit
01 Apr 2025,crowd funding,T2504013,192.62,Charity & Donations,debit
06 Apr 2025,bahari dhaba bill,T2504086,173.74,Food & Dining,debit
10 Apr 2025,religious donation txn,T2504039,145.97,Charity & Donations,debit
10 Apr 2025,flight booking,T2504055,1099.80,Travel,debit
07 Apr 2025,apartment maintenance bill,T2504016,546.55,Housing,debit
10 Apr 2025,cash deposit bill,T2504004,38.04,Miscellaneous,debit
08 Apr 2025,property tax bill,T2504014,178.79,Legal & Government,debit
09 Apr 2025,hero chai payment,T2504020,55.25,Food & Dining,debit
04 Apr 2025,app purchase #5764,T2504043,68.44,Online Services,debit
03 Apr 2025,road tax txn,T2504011,62.21,Legal & Government,debit
03 Apr 2025,property tax online,T2504085,95.24,Legal & Government,debit
10 Apr 2025,penalty charge #6074,T2504095,146.88,Legal & Government,debit
02 Apr 2025,nail care online,T2504091,16.55,Personal Care,debit
07 Apr 2025,pet food bill,T2504039,149.07,Pets,debit
07 Apr 2025,lemon tree,T2504040,92.91,Miscellaneous,debit
07 Apr 2025,haircut txn,T2504022,184.13,Personal Care,debit
03 Apr 2025,gas bill txn,T2504081,118.33,Utilities,debit
03 Apr 2025,tax payment payment,T2504040,55.37,Legal & Government,debit
01 Apr 2025,video streaming txn,T2504077,154.00,Entertainment,debit
01 Apr 2025,registration fee bill,T2504021,114.68,Legal & Government,debit
09 Apr 2025,video streaming,T2504046,167.02,Entertainment,debit
05 Apr 2025,medicine purchase txn,T2504019,26.84,Healthcare,debit
09 Apr 2025,barber shop #1985,T2504048,175.02,Personal Care,debit
04 Apr 2025,cash deposit bill,T2504089,11.62,Miscellaneous,debit
05 Apr 2025,s anandan,T2504043,879.57,P2P Transfer,debit
05 Apr 2025,uber ride txn,T2504053,157.06,Transport,debit
06 Apr 2025,community support,T2504062,67.74,Charity & Donations,debit
10 Apr 2025,flight booking online,T2504090,706.47,Travel,debit
05 Apr 2025,phone recharge,T2504094,144.59,Utilities,debit
06 Apr 2025,sanmugaraja c,T2504031,235.44,P2P Transfer,debit
01 Apr 2025,coaching class #6146,T2504092,26.45,Education,debit
07 Apr 2025,medical store payment,T2504067,149.64,Healthcare,debit
05 Apr 2025,garment shop payment,T2504006,57.84,Shopping,debit
05 Apr 2025,online retail bill,T2504029,108.92,Online Shopping,debit
08 Apr 2025,shopping bill,T2504037,92.99,Shopping,debit
06 Apr 2025,fundraiser txn,T2504039,23.76,Charity & Donations,debit
08 Apr 2025,workout gear,T2504061,77.89,Health & Fitness,debit
08 Apr 2025,gift shop bill,T2504061,155.89,Shopping,debit
09 Apr 2025,cable tv payment,T2504012,25.02,Utilities,debit
02 Apr 2025,zepto marketplace private limited online,T2504064,94.20,Grocery & Convenience,debit
06 Apr 2025,ajio #7241,T2504083,100.39,Online Shopping,debit
08 Apr 2025,grooming service online,T2504073,77.44,Personal Care,debit
09 Apr 2025,educational supplies #3141,T2504066,128.05,Education,debit
06 Apr 2025,workout gear #9515,T2504052,14.86,Health & Fitness,debit
08 Apr 2025,food counter online,T2504023,27.37,Food & Dining,debit
08 Apr 2025,fuel purchase payment,T2504019,89.89,Transport,debit
07 Apr 2025,vet visit online,T2504085,29.22,Pets,debit
05 Apr 2025,phone recharge txn,T2504044,79.69,Utilities,debit
02 Apr 2025,rapido payment,T2504062,195.04,Transport,debit
08 Apr 2025,grocery store txn,T2504074,87.63,Grocery & Convenience,debit
02 Apr 2025,fast food bill,T2504074,116.74,Food & Dining,debit
10 Apr 2025,internet bill #8573,T2504019,91.51,Utilities,debit
04 Apr 2025,charity payment payment,T2504053,62.27,Charity & Donations,debit
04 Apr 2025,sports equipment #3811,T2504092,98.17,Health & Fitness,debit
09 Apr 2025,game zone bill,T2504088,169.57,Entertainment,debit
04 Apr 2025,dth recharge online,T2504083,16.21,Utilities,debit
04 Apr 2025,workout gear payment,T2504088,118.21,Health & Fitness,debit
05 Apr 2025,religious donation online,T2504026,148.80,Charity & Donations,debit
01 Apr 2025,yoga class #4760,T2504037,148.41,Health & Fitness,debit
02 Apr 2025,pet shop bill,T2504018,32.34,Pets,debit
08 Apr 2025,grooming service,T2504042,69.04,Personal Care,debit
07 Apr 2025,pet shop payment,T2504063,45.08,Pets,debit
09 Apr 2025,gift shop online,T2504049,68.53,Shopping,debit
08 Apr 2025,fuel purchase #1001,T2504060,60.47,Transport,debit
09 Apr 2025,vehicle insurance bill,T2504002,155.84,Insurance,debit
06 Apr 2025,sri amman cool drinks online,T2504085,56.65,Food & Dining,debit
08 Apr 2025,travel expense txn,T2504081,1919.86,Travel,debit
06 Apr 2025,sri maha ladies hostel #8338,T2504100,1047.19,Housing,debit
03 Apr 2025,clinic fee #7745,T2504016,43.57,Healthcare,debit
03 Apr 2025,nail care txn,T2504024,149.16,Personal Care,debit
07 Apr 2025,gas bill #6251,T2504061,91.58,Utilities,debit
01 Apr 2025,local transport online,T2504035,94.10,Transport,debit
09 Apr 2025,digital service,T2504068,176.22,Online Services,debit
04 Apr 2025,exam fee payment,T2504030,22.33,Education,debit
10 Apr 2025,health supplement #4540,T2504065,199.52,Health & Fitness,debit
01 Apr 2025,hotel booking,T2504081,1207.57,Travel,debit
04 Apr 2025,rtgs payment txn,T2504015,62.69,Financial Services,debit
09 Apr 2025,gayathri maran,T2504082,1044.97,P2P Transfer,debit
08 Apr 2025,beema store 2 online,T2504048,139.28,Grocery & Convenience,debit
02 Apr 2025,zepto marketplace private limited bill,T2504020,46.35,Grocery & Convenience,debit
06 Apr 2025,haircut #8967,T2504075,108.89,Personal Care,debit
01 Apr 2025,vet visit online,T2504013,150.25,Pets,debit
10 Apr 2025,advertising cost online,T2504045,56.40,Business Expenses,debit
05 Apr 2025,charity payment txn,T2504017,114.55,Charity & Donations,debit
10 Apr 2025,credit card payment payment,T2504066,49.93,Financial Services,debit
06 Apr 2025,amusement park,T2504056,17.78,Entertainment,debit
03 Apr 2025,policy payment,T2504050,79.34,Insurance,debit
08 Apr 2025,road tax online,T2504100,25.39,Legal & Government,debit
03 Apr 2025,community support,T2504082,49.55,Charity & Donations,debit
08 Apr 2025,health checkup bill,T2504051,88.08,Healthcare,debit
02 Apr 2025,landlord payment #9968,T2504050,798.68,Housing,debit
05 Apr 2025,neft transfer txn,T2504064,82.36,Financial Services,debit
05 Apr 2025,bank charge #7174,T2504006,167.73,Financial Services,debit
05 Apr 2025,service charge online,T2504017,20.24,Financial Services,debit
02 Apr 2025,educational supplies #4857,T2504041,75.23,Education,debit
06 Apr 2025,service charge online,T2504067,180.71,Miscellaneous,debit
07 Apr 2025,paytm mall payment,T2504083,137.22,Online Shopping,debit
04 Apr 2025,gas bill bill,T2504022,35.22,Utilities,debit
07 Apr 2025,sports equipment #7128,T2504000,121.54,Health & Fitness,debit
05 Apr 2025,atm withdrawal bill,T2504038,104.90,Miscellaneous,debit
10 Apr 2025,health insurance bill,T2504055,16.02,Insurance,debit
05 Apr 2025,payu #9699,T2504071,195.21,Online Services,debit
04 Apr 2025,community support,T2504090,83.91,Charity & Donations,debit
01 Apr 2025,hotel booking bill,T2504037,1949.39,Travel,debit
01 Apr 2025,shaving online,T2504075,61.94,Personal Care,debit
01 Apr 2025,gym fee txn,T2504100,135.15,Health & Fitness,debit
09 Apr 2025,unidentified payment payment,T2504099,58.65,Miscellaneous,debit
03 Apr 2025,provision store,T2504038,21.88,Grocery & Convenience,debit
10 Apr 2025,two-wheeler insurance payment,T2504034,92.86,Insurance,debit
09 Apr 2025,e-commerce bill,T2504072,65.39,Online Services,debit
07 Apr 2025,spa service #3150,T2504030,135.45,Personal Care,debit
03 Apr 2025,mess fee online,T2504007,817.22,Housing,debit
09 Apr 2025,license fee bill,T2504061,143.53,Legal & Government,debit
02 Apr 2025,srmgf counter 1 payment,T2504069,117.65,Education,debit
06 Apr 2025,pet supplies #3141,T2504051,172.71,Pets,debit
05 Apr 2025,shunayna devi w/o aditya kumar thak,T2504034,1207.59,P2P Transfer,debit
08 Apr 2025,mohammad sufyan,T2504064,819.66,P2P Transfer,debit
03 Apr 2025,taxi fare,T2504071,72.82,Transport,debit
10 Apr 2025,water bill payment,T2504001,18.04,Utilities,debit
10 Apr 2025,attitude garments triplicane online,T2504033,81.04,Shopping,debit
09 Apr 2025,life insurance bill,T2504043,196.32,Insurance,debit
02 Apr 2025,chennai metro rail ltd bill,T2504090,133.19,Transport,debit
06 Apr 2025,account maintenance,T2504068,157.44,Financial Services,debit
03 Apr 2025,health insurance online,T2504081,179.26,Insurance,debit
07 Apr 2025,college fee online,T2504031,31.79,Education,debit
08 Apr 2025,blinkit online,T2504077,130.19,Online Shopping,debit
05 Apr 2025,tax payment txn,T2504013,44.10,Legal & Government,debit
07 Apr 2025,online gaming,T2504074,140.43,Entertainment,debit
04 Apr 2025,fast food bill,T2504096,195.28,Food & Dining,debit
05 Apr 2025,equipment purchase online,T2504099,170.11,Business Expenses,debit
08 Apr 2025,provision store txn,T2504033,158.45,Grocery & Convenience,debit
10 Apr 2025,fine payment online,T2504008,85.07,Legal & Government,debit
08 Apr 2025,gym fee,T2504067,69.01,Health & Fitness,debit
01 Apr 2025,movie ticket #2464,T2504043,72.59,Entertainment,debit
02 Apr 2025,fitness center online,T2504046,135.66,Health & Fitness,debit
03 Apr 2025,tax payment #3154,T2504056,100.80,Legal & Government,debit
10 Apr 2025,train reservation txn,T2504035,1345.91,Travel,debit
09 Apr 2025,road tax txn,T2504042,104.18,Legal & Government,debit
08 Apr 2025,license fee txn,T2504095,181.75,Legal & Government,debit
06 Apr 2025,business service online,T2504019,29.60,Business Expenses,debit
01 Apr 2025,property tax txn,T2504033,139.24,Legal & Government,debit
02 Apr 2025,online gaming online,T2504037,62.12,Entertainment,debit
05 Apr 2025,d premila,T2504091,318.22,P2P Transfer,credit
09 Apr 2025,red bus,T2504069,1244.97,Travel,debit
04 Apr 2025,course payment txn,T2504091,190.58,Education,debit
08 Apr 2025,sri maha ladies hostel payment,T2504036,1517.52,Housing,debit
07 Apr 2025,health supplement bill,T2504058,51.66,Health & Fitness,debit
10 Apr 2025,codexintern online,T2504012,70.49,Online Services,debit
05 Apr 2025,bookstore online,T2504074,57.86,Shopping,debit
02 Apr 2025,mobile bill txn,T2504025,45.81,Utilities,debit
08 Apr 2025,health insurance,T2504002,182.22,Insurance,debit
04 Apr 2025,cs pharmacy txn,T2504085,33.04,Healthcare,debit
02 Apr 2025,community support #3348,T2504036,151.92,Charity & Donations,debit
04 Apr 2025,community support txn,T2504074,117.36,Charity & Donations,debit
10 Apr 2025,doctor visit payment,T2504053,159.89,Healthcare,debit
03 Apr 2025,saraswathi ramesh,T2504088,199.57,P2P Transfer,debit
02 Apr 2025,internet cafe payment,T2504024,111.34,Online Services,debit
04 Apr 2025,movie ticket,T2504011,82.30,Entertainment,debit
03 Apr 2025,two-wheeler insurance bill,T2504005,150.19,Insurance,debit
07 Apr 2025,cs pharmacy,T2504033,87.60,Healthcare,debit
02 Apr 2025,barber shop txn,T2504001,123.19,Personal Care,debit
02 Apr 2025,library fee bill,T2504071,27.32,Education,debit
10 Apr 2025,office supplies online,T2504068,20.33,Business Expenses,debit
08 Apr 2025,policy payment #6578,T2504057,181.37,Insurance,debit
08 Apr 2025,music streaming bill,T2504046,75.49,Entertainment,debit
06 Apr 2025,coaching class bill,T2504082,19.54,Education,debit
07 Apr 2025,course payment bill,T2504096,110.91,Education,debit
10 Apr 2025,rtgs payment payment,T2504038,193.29,Financial Services,debit
04 Apr 2025,movie ticket bill,T2504084,81.70,Entertainment,debit
04 Apr 2025,upi transaction fee online,T2504059,157.69,Financial Services,debit
01 Apr 2025,parking fee,T2504047,124.41,Transport,debit
08 Apr 2025,vet visit #7840,T2504088,192.68,Pets,debit
07 Apr 2025,website payment payment,T2504053,99.38,Online Services,debit
10 Apr 2025,ms yasmin p,T2504012,991.01,P2P Transfer,debit
09 Apr 2025,business travel payment,T2504040,116.97,Business Expenses,debit
02 Apr 2025,client meeting #6825,T2504012,192.58,Business Expenses,debit
07 Apr 2025,local transport bill,T2504051,170.28,Transport,debit
09 Apr 2025,dog care #5635,T2504086,137.25,Pets,debit
05 Apr 2025,movie ticket payment,T2504009,150.32,Entertainment,debit
04 Apr 2025,q bite #2654,T2504024,127.58,Food & Dining,debit
03 Apr 2025,gym fee,T2504064,15.03,Health & Fitness,debit
09 Apr 2025,client meeting online,T2504063,181.20,Business Expenses,debit
05 Apr 2025,business travel txn,T2504093,97.31,Business Expenses,debit
05 Apr 2025,auto rickshaw online,T2504079,118.65,Transport,debit
09 Apr 2025,neft transfer payment,T2504041,25.05,Financial Services,debit
02 Apr 2025,bus fare #6467,T2504028,65.11,Transport,debit
08 Apr 2025,water bill #3090,T2504069,59.57,Utilities,debit
06 Apr 2025,educational supplies payment,T2504032,198.30,Education,debit
07 Apr 2025,grooming service txn,T2504033,122.32,Personal Care,debit
08 Apr 2025,exam fee,T2504090,119.00,Education,debit
10 Apr 2025,internet cafe #8922,T2504008,147.57,Online Services,debit
01 Apr 2025,spa service txn,T2504080,114.62,Personal Care,debit
02 Apr 2025,rent payment online,T2504100,1454.50,Housing,debit
09 Apr 2025,bank charge,T2504021,160.23,Financial Services,debit
03 Apr 2025,community support,T2504085,27.38,Charity & Donations,debit
08 Apr 2025,health supplement payment,T2504096,126.09,Health & Fitness,debit
10 Apr 2025,exam fee,T2504058,187.66,Education,debit
09 Apr 2025,donation payment,T2504042,170.87,Charity & Donations,debit
04 Apr 2025,hero chai #4807,T2504004,130.43,Food & Dining,debit
09 Apr 2025,cab hire txn,T2504040,1313.53,Travel,debit
01 Apr 2025,cable tv,T2504093,60.28,Utilities,debit
04 Apr 2025,zeptonow bill,T2504024,66.86,Grocery & Convenience,debit
06 Apr 2025,doctor visit payment,T2504099,68.56,Healthcare,debit
01 Apr 2025,pet shop,T2504019,122.93,Pets,debit
08 Apr 2025,fitness center payment,T2504059,121.25,Health & Fitness,debit
09 Apr 2025,app purchase online,T2504063,75.50,Online Services,debit
09 Apr 2025,sri amman cool drinks,T2504034,80.39,Food & Dining,debit
09 Apr 2025,fancy store bill,T2504086,89.00,Shopping,debit
07 Apr 2025,pet supplies payment,T2504059,39.13,Pets,debit
10 Apr 2025,spa service #4186,T2504003,115.83,Personal Care,debit
07 Apr 2025,clinic fee txn,T2504001,103.31,Healthcare,debit
07 Apr 2025,nykaa txn,T2504031,143.41,Online Shopping,debit
09 Apr 2025,metro fare #6989,T2504077,198.60,Transport,debit
02 Apr 2025,medicine purchase txn,T2504082,149.84,Healthcare,debit
09 Apr 2025,notebook purchase bill,T2504013,51.03,Education,debit
06 Apr 2025,notebook purchase payment,T2504033,99.05,Education,debit
10 Apr 2025,yoga class bill,T2504046,154.32,Health & Fitness,debit
07 Apr 2025,venkatesh s,T2504098,1222.07,P2P Transfer,credit
02 Apr 2025,dog care online,T2504076,57.49,Pets,debit
01 Apr 2025,vehicle insurance bill,T2504081,29.46,Insurance,debit
07 Apr 2025,saraswathi ramesh,T2504030,196.51,P2P Transfer,debit
01 Apr 2025,workout gear payment,T2504021,18.43,Health & Fitness,debit
08 Apr 2025,clinic fee online,T2504009,138.66,Healthcare,debit
07 Apr 2025,vehicle insurance #6109,T2504073,177.01,Insurance,debit
05 Apr 2025,mohammad zubair ali,T2504071,161.78,P2P Transfer,credit
09 Apr 2025,royal mens beauty center,T2504025,54.11,Personal Care,debit
08 Apr 2025,travel agency,T2504100,935.69,Travel,debit
03 Apr 2025,sanni kumar,T2504021,122.91,P2P Transfer,debit
03 Apr 2025,pet shop,T2504027,70.26,Pets,debit
06 Apr 2025,zeptonow bill,T2504009,50.98,Grocery & Convenience,debit
07 Apr 2025,shadowfax technologies private limited bill,T2504060,151.76,Online Services,debit
09 Apr 2025,business travel bill,T2504069,181.86,Business Expenses,debit
09 Apr 2025,payu online,T2504061,174.19,Online Services,debit
09 Apr 2025,local transport txn,T2504083,197.08,Transport,debit
01 Apr 2025,movie ticket,T2504045,117.38,Entertainment,debit
08 Apr 2025,pet supplies #5090,T2504063,194.15,Pets,debit
03 Apr 2025,akhlesh kumar sharma,T2504091,986.23,P2P Transfer,credit
07 Apr 2025,course payment txn,T2504036,65.71,Education,debit
10 Apr 2025,petrol pump txn,T2504020,102.90,Transport,debit
01 Apr 2025,movie ticket payment,T2504057,52.00,Entertainment,debit
07 Apr 2025,internet bill,T2504090,136.48,Utilities,debit
09 Apr 2025,local transport,T2504085,177.27,Transport,debit
05 Apr 2025,religious donation online,T2504015,52.81,Charity & Donations,debit
07 Apr 2025,cs pharmacy payment,T2504022,37.76,Healthcare,debit
08 Apr 2025,water bill txn,T2504086,66.09,Utilities,debit
04 Apr 2025,license fee online,T2504005,74.91,Legal & Government,debit
05 Apr 2025,amusement park bill,T2504080,141.56,Entertainment,debit
05 Apr 2025,vehicle insurance bill,T2504048,111.83,Insurance,debit
03 Apr 2025,unknown transaction payment,T2504079,182.30,Miscellaneous,debit
07 Apr 2025,sakir,T2504077,478.97,P2P Transfer,credit
07 Apr 2025,service charge payment,T2504061,116.02,Financial Services,debit
06 Apr 2025,pet supplies online,T2504037,181.18,Pets,debit
09 Apr 2025,tuition fee online,T2504046,65.56,Education,debit
01 Apr 2025,vignesh r,T2504093,757.70,P2P Transfer,credit
05 Apr 2025,religious donation online,T2504040,130.35,Charity & Donations,debit
10 Apr 2025,bahari dhaba online,T2504022,113.04,Food & Dining,debit
08 Apr 2025,animal medicine online,T2504039,113.30,Pets,debit
08 Apr 2025,gas bill #7515,T2504040,63.67,Utilities,debit
07 Apr 2025,gas bill payment,T2504092,69.52,Utilities,debit
10 Apr 2025,business travel payment,T2504044,56.40,Business Expenses,debit
01 Apr 2025,crowd funding #3501,T2504074,126.45,Charity & Donations,debit
09 Apr 2025,two-wheeler insurance #4633,T2504038,103.73,Insurance,debit
05 Apr 2025,sivagami hitler,T2504007,532.94,P2P Transfer,debit
08 Apr 2025,royal mens beauty center payment,T2504044,79.96,Personal Care,debit
08 Apr 2025,crowd funding online,T2504053,163.81,Charity & Donations,debit
06 Apr 2025,cs pharmacy txn,T2504008,186.02,Healthcare,debit
02 Apr 2025,small purchase #5453,T2504002,147.64,Miscellaneous,debit
03 Apr 2025,neft transfer online,T2504004,53.53,Financial Services,debit
01 Apr 2025,food delivery payment,T2504063,155.96,Food & Dining,debit
01 Apr 2025,neft transfer payment,T2504050,42.21,Financial Services,debit
04 Apr 2025,library fee #3792,T2504040,112.15,Education,debit
01 Apr 2025,check payment txn,T2504027,19.54,Financial Services,debit
10 Apr 2025,health supplement payment,T2504056,121.10,Health & Fitness,debit
06 Apr 2025,unknown transaction txn,T2504057,133.77,Miscellaneous,debit
08 Apr 2025,goibibo online,T2504041,1176.24,Travel,debit
01 Apr 2025,provision store #8347,T2504014,180.60,Grocery & Convenience,debit
02 Apr 2025,college fee bill,T2504015,127.61,Education,debit
05 Apr 2025,srmgf counter 1 bill,T2504073,77.66,Education,debit
05 Apr 2025,charminar briyani payment,T2504097,177.85,Food & Dining,debit
03 Apr 2025,shaving txn,T2504038,148.55,Personal Care,debit
03 Apr 2025,government service #2680,T2504099,84.25,Legal & Government,debit
03 Apr 2025,gayathri maran,T2504016,576.03,P2P Transfer,debit
07 Apr 2025,community support online,T2504049,153.66,Charity & Donations,debit
09 Apr 2025,tax payment bill,T2504031,21.29,Legal & Government,debit
05 Apr 2025,metro fare online,T2504013,76.05,Transport,debit
02 Apr 2025,travel agency online,T2504003,1213.44,Travel,debit
06 Apr 2025,ola ride online,T2504055,41.93,Transport,debit
02 Apr 2025,health supplement txn,T2504000,45.18,Health & Fitness,debit
07 Apr 2025,share auto #8944,T2504032,83.77,Transport,debit
08 Apr 2025,lab test bill,T2504064,16.95,Healthcare,debit
05 Apr 2025,movie ticket #3895,T2504059,187.57,Entertainment,debit
09 Apr 2025,rtgs payment bill,T2504087,56.53,Financial Services,debit
10 Apr 2025,college fee,T2504003,10.58,Education,debit
03 Apr 2025,pet shop bill,T2504062,195.42,Pets,debit
04 Apr 2025,neft transfer txn,T2504086,152.00,Financial Services,debit
04 Apr 2025,registration fee payment,T2504092,199.53,Legal & Government,debit
07 Apr 2025,chennai metro rail ltd txn,T2504058,96.69,Transport,debit
09 Apr 2025,fuel purchase payment,T2504069,132.83,Transport,debit
03 Apr 2025,yoga class online,T2504059,26.98,Health & Fitness,debit
10 Apr 2025,spa service,T2504029,195.15,Personal Care,debit
04 Apr 2025,license fee,T2504022,167.33,Legal & Government,debit
03 Apr 2025,flipkart online,T2504000,180.63,Online Shopping,debit
04 Apr 2025,registration fee online,T2504053,173.14,Legal & Government,debit
04 Apr 2025,lemon tree #1946,T2504015,124.22,Miscellaneous,debit
07 Apr 2025,spa service online,T2504068,33.57,Personal Care,debit
04 Apr 2025,insurance premium bill,T2504035,22.71,Insurance,debit
06 Apr 2025,property tax payment,T2504098,94.73,Legal & Government,debit
10 Apr 2025,app purchase payment,T2504012,142.05,Online Services,debit
03 Apr 2025,bus fare payment,T2504034,144.60,Transport,debit
10 Apr 2025,donation payment,T2504036,182.50,Charity & Donations,debit
